character,line,episode
Andy:,"  [accent] Well, finest steakhouse in all Savannah.",no6-09.php
Erin:,  [accent] Savannah?  That's a far way from Scranton.,no6-09.php
Andy:,  Did you mean a real date?,no6-09.php
Erin:, No. [laughs] Did you?,no6-09.php
Andy:,  Totally... not. [Erin gets up and walks away],no6-09.php
Erin:,"  I thought it was for real.  So I was excited, but it was just, it was part of the game.",no6-09.php
Dwight:,"  You're sure it was water, it couldn't have been acid?",no6-09.php
Michael:," I already declared you, it was too dark to tell.",no6-09.php
Dwight:,"  Stop playing games with me, Crawdad.",no6-09.php
Michael:,"  This is not a game, this is my life.  You are out of order, sir.",no6-09.php
Dwight:,  Answer me.,no6-09.php
Michael:,  You are out of order.,no6-09.php
Dwight:,  You are out of order.,no6-09.php
Michael:,  You are-,no6-09.php
Pam:,  I think Michael may have snapped.,no6-09.php
Jim:,  Or maybe he's just stuck in character.,no6-09.php
Pam:,"  Well, which is worse? Snapped or stuck?",no6-09.php
Jim:,  Both.  They're both worse.,no6-09.php
Jim:,"  It's going to be alright. We're a good company, we'll figure this out.  We're not going under.",no6-09.php
Pam:,"  Jim, what if we both lose our jobs?  I'm trying to think of a way that this all ends up fine, and I can't think of one.",no6-09.php
Michael:,"  [comes into Jim's office using accent] Deb, what in the world - do you have the vapors?",no6-09.php
Jim:,"  Michael, not now.",no6-09.php
Michael:,"  Can't wait, we have to get you to our witch doctor right now.  Come on.  Come on.",no6-09.php
Pam:,  I should just go.  [accent]  Where to now Caleb?,no6-09.php
Michael:,  To Mama Juju Boo Boo.,no6-09.php
Jim:,"  Michael, can I... OK, I'm just going to skip right past the what and go with why.",no6-09.php
Michael:,  Because this is the recreation of a crime scene.,no6-09.php
Meredith:, [laying on the ground] I'm the dead body and these are my brain chunks.,no6-09.php
Dwight:,  Hey shut up.  You're dead.,no6-09.php
Jim:,"  Michael, can I talk to you in your office?",no6-09.php
Michael:,"  No Michael here, my name is-",no6-09.php
Jim:,  Caleb!,no6-09.php
Jim:,  Today of all days... ,no6-09.php
Michael:,"  No, you shut up.  They need this game, Jim.  Let us have this stupid little game, alright? [Jim nods]",no6-09.php
Michael:,"  [accent] Oh, you startled me.  My stars, my heart nearly leapt out of my chest.  What can I do you for?",no6-09.php
Erin:,  Wallace is on the phone.  He's returning your call.,no6-09.php
Michael:,  Detective Wallace?,no6-09.php
Erin:,  I don't think so.  I think it's David Wallace from Dunder Mifflin.,no6-09.php
Michael:,"  Aw, shucks, tell him I'm not here.",no6-09.php
Oscar:,  You're not gonna answer the phone?,no6-09.php
Michael:,"  No, I only answer to Detective Wallace 'cause I got a warm body in the other room.",no6-09.php
Jim:,  I'll take it.,no6-09.php
Jim:,  Hey David.,no6-09.php
David:,"  Hey, sorry to be getting back to you guys so late.  Things are still a bit unclear, we didn't officially decide anything yet.",no6-09.php
Jim:,"  Oh, OK.",no6-09.php
David:,"  But if I can be candid with you here Jim, it's not good.  We fully expect to be out of money by the end of the year.  Insolvent.  So, well... You know what?  I'm sorry, I have to run.  But we will talk soon, OK?",no6-09.php
Jim:,"  Sure.  Oh, you know, while I have you... today I was working on this pitch for a supermarket chain, and it would actually be a big account and I wanted to-",no6-09.php
David:,"  You know what? I can't really get my head around anything like that right now, but that's great.  Keep after it, but I gotta run.",no6-09.php
Jim:,  OK.,no6-09.php
David:,  Thanks Jim.,no6-09.php
Jim:,  See ya.,no6-09.php
Pam:,  [Jim comes out of the office]  What's the news?,no6-09.php
Jim:,  Nothing yet.,no6-09.php
Phyllis:,"  Well, I guess that's not-",no6-09.php
Jim:,  Well there is some bad news.  [accent] There has been another murder.,no6-09.php
Michael:,"  A murder, you say?  I do declare.",no6-09.php
Jim:,  Conference room everyone.,no6-09.php
Stanley:,  Do we have to play?,no6-09.php
Jim:,  No.,no6-09.php
Stanley:,  Super.,no6-09.php
Dwight:,"  Oh, this could be a juicy one.",no6-09.php
Michael:,  Get in there!,no6-09.php
Jim:,"  I think today was a good day to have two managers.  'Cause if you're a family stuck on a lifeboat in the middle of the ocean, one parent might want to just keep rowing.  But if the other parent wants to play a game, it's not because they're crazy.  It's because they're doing it for the kids.  And I get that now.",no6-09.php
Michael:,"  There has been a lot of murder and a lot of intrigue.  My little heart can barely take it no more.  [regular voice] Today is the hardest I have worked in a long, long time.  ",no6-09.php
Andy:,"  [Andy, Michael, and Dwight are pointing imaginary guns at each other] I didn't do it!",no6-09.php
Dwight:,"  OK, everybody just calm down.",no6-09.php
Andy:,  I am calm.,no6-09.php
Michael:,  On the count of three we're all going to put down our guns.,no6-09.php
Dwight:,  I have crossbows.,no6-09.php
Michael:,"  We'll put down our weaponry on the count of three, you ready?",no6-09.php
Dwight:,"  OK, I'm ready.",no6-09.php
Michael:,"  One, two, three.. [all scream]",no6-09.php
Jim:,"  Andy revealed himself to be a double agent.  At which point Dwight felt comfortable revealing that he also was double agent.  And then Michael announced to everybody that - get this- he was a double agent.  Oh, and it is 6:00.",no6-09.php
Jim:,"  [Michael, Dwight, Andy and now Pam are in the circle and training their 'weapons' on each other, Jim walks in]  Really?",no6-09.php
Pam:,  [accent] It wasn't me.  I'm not goin' down for this!,no6-09.php
Jim:,"  Yeah, I want to go home.",no6-09.php
Pam:,"  Get the keys out of my purse, start the car. [Jim and Pam slowly back out of the office, Pam has her weapon trained on everyone and then they run out]",no6-09.php
Oscar:, [Dwight enters dressed as Recyclops] Not again.,no6-10.php
Dwight:, Bow down before Recyclops.,no6-10.php
Jim:," Five years ago, corporate said we had to start a recycling program for Earth Day so Dwight took the lead on that and introduced us to a very close friend of his named Recyclops.",no6-10.php
Dwight:," Happy Earth Day, everyone. I'm Recyclops. Did you know that an old milk carton can be sawed in half and used as a planter?",no6-10.php
Jim:, The next year he really stepped things up.,no6-10.php
Dwight:, Who has put a number seven plastic in a number four bin?,no6-10.php
Jim:, A year after that Recylcops really began to take shape.,no6-10.php
Dwight:, Recylops will drown you in your over-watered lawns. ,no6-10.php
Jim:, Then tragedy struck Recyclops when his fictional planet was attacked by some other fictitious thing... I can't remember.,no6-10.php
Dwight:, Recyclops will have his revenge.,no6-10.php
Jim:, I think this was also the year he renounced Earth Day and vowed to the destroy the planet he once loved.,no6-10.php
Pam:," Oh my God, you guys, look. It's Recyclops.",no6-10.php
Dwight:, Recyclops destroys! [starts tearing through the office],no6-10.php
Stanley:," Oh, is today Recyclops Day?",no6-10.php
Dwight:, Yes.,no6-10.php
Stanley:, I thought you were killed by Polluticorn.,no6-10.php
Dwight:, Polluticorn wishes. [starts spraying the office with something],no6-10.php
Andy:, That's aerosol spray. It's terrible for the environment.,no6-10.php
Dwight:, Humans are terrible for the environment.,no6-10.php
Pam:, The thing I like most about Recyclops is that he's creating a different world for our child.,no6-10.php
Jim:, Mmm.,no6-10.php
Pam:, A world where you truly can be anything you want.,no6-10.php
Jim:," God bless you, Recyclops. And your cold robot heart. [Dwight throws an aluminum can towards the recycling bin and misses]",no6-10.php
Michael:," [seated] Ok. Ok. How 'bout this? [rises, waves, sits back down]",no6-10.php
Pam:, That's great.,no6-10.php
Michael:," I want it to be better than 'Great', Pam. How 'bout I remain seated... and I just do a little bit of a nod. Sort of a humble thing. [demonstrates]",no6-10.php
Pam:, Sure.,no6-10.php
Michael:, Nope. Then my face is down. They can't see my face. ,no6-10.php
Meredith:, And it looks like you're taking a dump.,no6-10.php
Michael:," Alan Brand is the CEO of the company, if title's important to you, has personally invited moi to go to New York to the shareholder's meeting  and sit up on the stage with the board of directors. And at some point they are going to introduce me as the most successful branch manager that they have. And then Michael Scott turns and waves to the crowd... and the crowd goes wild.",no6-10.php
Andy:," [doing an announcer voice] Ladies and gentlemen from Scranton, Pennsylvania, please welcome Michael 'The Machine' Scott. [Michael waves, twirls and sits down]",no6-10.php
Pam:, Don't do the twirl.,no6-10.php
Phyllis:, Lose the twirl.,no6-10.php
Dwight:, The twirl sucks.,no6-10.php
Kevin:," Michael, I hated the twirl.",no6-10.php
Andy:, [still doing the voice & spinning in his chair] Hate the twirl!,no6-10.php
Michael:, Ok. Obviously I'm not going to do the twirl. I only did it because I nailed the wave.,no6-10.php
Phyllis:," Yeah, good. Don't do it. ",no6-10.php
Michael:," I am not going to do the twirl. Alright? It's not even a twirl, it's a spin. I might do the spin.",no6-10.php
Oscar:, The long term problem is bad investments that they need to dump. The short term problem is the company has no cash and there's no where to get it.,no6-10.php
Michael:," Ok, Oscar, I don't need the whole enchilada just the bullet points.",no6-10.php
Oscar:, Those are the bullet points.,no6-10.php
Michael:," Well, could you condense it please?",no6-10.php
Oscar:, That's as simple as I can make it.,no6-10.php
Erin:, Michael? The limo's here for you.,no6-10.php
Michael:," It's not a limo. It's a town car. Town cars are actually better, though. Better torque. Better handling.",no6-10.php
Erin:," He said limousine, so... ",no6-10.php
Kevin:," [at window in conference room] Check it out, guys. There's a limo down here. [everyone heads to the conference room] Michael, look. Oh, man.",no6-10.php
Michael:, They sent a limo.,no6-10.php
Michael:, Town cars suck. Town car is something that a company sends when they're in trouble. A limousine is something that a company sends when they have cause for celebration. And in this case I think we are celebrating me.,no6-10.php
Michael:," [everyone is rushing down the stairs to see the limo] Oh, wait. Wait. Wow. Wow! Oh, no way. Look at that.",no6-10.php
Dwight:, What kind of mileage does this baby get?,no6-10.php
Erin:, It's like what high school kids take to prom on tv shows.,no6-10.php
Oscar:, This is so typical of management to spend money on this. Ugh. Bunch of boobs.,no6-10.php
Michael:, Hate to break it to you Oscar but some of us like boobs.,no6-10.php
Dwight:, Calves. Calves all the way.,no6-10.php
Andy:, I'm so jealous right now.,no6-10.php
Michael:," Hey, you know who you should be jealous of? Yourself. Because you're invited and you're invited and you're invited and you and you and you and you and you and you-",no6-10.php
Limo Driver:, Car seats eight.,no6-10.php
Michael:, What?,no6-10.php
Limo Driver:, The car seats eight.,no6-10.php
Michael:, The limo seats eight. Ok. Then Jim and Pam and Ryan plus a guest.,no6-10.php
Jim & Pam:, No thanks.,no6-10.php
Ryan:, I'll use it when you're done.,no6-10.php
Michael:, [others  start raising their hands to be picked] Mmm... whoa.,no6-10.php
Oscar:," The Dunder Mifflin stock symbol is DMI. Do you know what that stands for? Dummies, morons and idiots. Because that's what you'd  have to be to own it. And, as one of those idiots, I believe the board owes me answers.",no6-10.php
Michael:," [in the limo with Dwight, Andy and Oscar] I wish the windows weren't tinted so people could see us in here.",no6-10.php
Andy:," Hey, guys, do you think anyone might have had sex in here?",no6-10.php
Michael:, Definitely. ,no6-10.php
Dwight:, Smells like it.,no6-10.php
Michael:, Definitely. Look they got pillows. That. That's bigger than my bed.,no6-10.php
Dwight:, Word.,no6-10.php
Andy:, Yeah! Yeah! Yeah!,no6-10.php
Michael:, [the limo driver raises the divider window] Who's playing with the button?,no6-10.php
Jim:," Hey, Ryan. Could you start consolidating all our Rolodex information into Outlook?",no6-10.php
Ryan:," Uh, it doesn't seem like there's much of a point if the company's going under.",no6-10.php
Jim:, But if the company doesn't go under then we'll finally have all our contacts in one program.,no6-10.php
Ryan:," The company's probably going under, though.",no6-10.php
Jim:, Could go either way.,no6-10.php
Ryan:, Seems like it's leaning one way.,no6-10.php
Jim:, Maybe we should just wait and find out.,no6-10.php
Ryan:, Definitely.,no6-10.php
Jim:, Ok.,no6-10.php
Ryan:, So should we wait to find out before we start doing all this stuff?,no6-10.php
Jim:, Nah. Might as well do it now.,no6-10.php
Andy:," Michael, what if somebody asks you a question at this meeting? Are you just gonna wave, or what?",no6-10.php
Michael:, I will have to answer.,no6-10.php
Dwight:, I'll ask you a question.,no6-10.php
Andy:," Make it a softball. Something he can, like, crank out of the park.",no6-10.php
Dwight:, Michael Scott you run the most profitable branch of Dunder Mifflin. How do you do it?,no6-10.php
Michael:," No, no. That's too hard. Say your name is Zamboni and then I will say, 'Well, we're sort of on thin ice.' [they all laugh] I won't say that. I'll something like that.",no6-10.php
Andy:, This is your big day. Come on.,no6-10.php
Michael:," Oh, my god. This is it.",no6-10.php
